DATASET;ID;TITLE;OPPORTUNITY;COMPANY_ID;CONTACT_ID;BEGINDATE;CLOSEDATE;DESCRIPTION;COMMENTS;DIRECTION;SIGN_TYPE;PAYMENT_TYPE;SOURCE_ID;IS_RETURN_CUSTOMER;GOOD_ID;PRODUCT_ID;PRODUCT_NAME;PRICE;PRICE_ACCOUNT;QUANTITY;BASE_PRICE;CATALOG_ID;SECTION_ID;SECTION_NAME;PARENT_SECTION;NAME;Направление;PRODUCT_DESCRIPTION;COEFFICIENT;WORKSHOP_SALARY;COST_PRICE;EXECUTOR
goods;;;;;;;;;;;;;;;;4378;А3 Ламинация глянцевая 150мкр 21-60 шт Печатная;;;;69.50;21;934;Ламинация;А3;А3 Ламинация глянцевая 150мкр 21-60 шт Печатная;Печатная;;0.05;;36.47;
goods;;;;;;;;;;;;;;;;4380;А3 Ламинация глянцевая 150мкр 61-200 шт Печатная;;;;66.34;21;934;Ламинация;А3;А3 Ламинация глянцевая 150мкр 61-200 шт Печатная;Печатная;;0.04;;35.71;
goods;;;;;;;;;;;;;;;;4382;А3 Ламинация глянцевая 150мкр 201-400 шт Печатная;;;;63.18;21;934;Ламинация;А3;А3 Ламинация глянцевая 150мкр 201-400 шт Печатная;Печатная;;0.03;;35.34;
goods;;;;;;;;;;;;;;;;4384;А3 Ламинация глянцевая 150мкр 401-600 шт Печатная;;;;60.02;21;934;Ламинация;А3;А3 Ламинация глянцевая 150мкр 401-600 шт Печатная;Печатная;;0.02;;34.96;
goods;;;;;;;;;;;;;;;;4386;А3 Ламинация глянцевая 150мкр от 601 шт Печатная;;;;56.86;21;934;Ламинация;А3;А3 Ламинация глянцевая 150мкр от 601 шт Печатная;Печатная;;0.01;;34.59;
goods;;;;;;;;;;;;;;;;4420;СтарДрим А3 бум. Александрит 1 шт Печатная;;;;112.00;21;936;Бумага;А3;СтарДрим А3 бум. Александрит 1 шт Печатная;Печатная;;0.04;;75.04;
goods;;;;;;;;;;;;;;;;4422;СтарДрим А3 бум. Аметист 1 шт Печатная;;;;120.00;21;936;Бумага;А3;СтарДрим А3 бум. Аметист 1 шт Печатная;Печатная;;0.04;;80.4;
goods;;;;;;;;;;;;;;;;4424;СтарДрим А3 бум. Корал 1 шт Печатная;;;;112.00;21;936;Бумага;А3;СтарДрим А3 бум. Корал 1 шт Печатная;Печатная;;0.04;;75.04;
goods;;;;;;;;;;;;;;;;4426;СтарДрим А3 бум. Лунный камень 1 шт Печатная;;;;136.00;21;936;Бумага;А3;СтарДрим А3 бум. Лунный камень 1 шт Печатная;Печатная;;0.04;;91.12;
goods;;;;;;;;;;;;;;;;4296;А3 Печать 4+4 1 шт 1-3 дня Печатная;;;;159.12;21;932;Печать;А3;А3 Печать 4+4 1 шт 1-3 дня Печатная;Печатная;;0.09;;40.31;
goods;;;;;;;;;;;;;;;;4298;А3 Печать 4+0 1 шт 1-3 дня Печатная;;;;79.56;21;932;Печать;А3;А3 Печать 4+0 1 шт 1-3 дня Печатная;Печатная;;0.09;;20.16;
goods;;;;;;;;;;;;;;;;4300;А3 Печать 4+4 2-20 шт 1-3 дня Печатная;;;;106.08;21;932;Печать;А3;А3 Печать 4+4 2-20 шт 1-3 дня Печатная;Печатная;;0.07;;31.29;
goods;;;;;;;;;;;;;;;;4302;А3 Печать 4+0 2-20 шт 1-3 дня Печатная;;;;53.04;21;932;Печать;А3;А3 Печать 4+0 2-20 шт 1-3 дня Печатная;Печатная;;0.07;;15.65;
goods;;;;;;;;;;;;;;;;4304;А3 Печать 4+4 21-60 шт 1-3 дня Печатная;;;;95.47;21;932;Печать;А3;А3 Печать 4+4 21-60 шт 1-3 дня Печатная;Печатная;;0.05;;29.49;
goods;;;;;;;;;;;;;;;;4306;А3 Печать 4+0 21-60 шт 1-3 дня Печатная;;;;47.74;21;932;Печать;А3;А3 Печать 4+0 21-60 шт 1-3 дня Печатная;Печатная;;0.05;;14.75;
goods;;;;;;;;;;;;;;;;4308;А3 Печать 4+4 61-200 шт 1-3 дня Печатная;;;;84.86;21;932;Печать;А3;А3 Печать 4+4 61-200 шт 1-3 дня Печатная;Печатная;;0.04;;27.69;
goods;;;;;;;;;;;;;;;;4310;А3 Печать 4+0 61-200 шт 1-3 дня Печатная;;;;42.43;21;932;Печать;А3;А3 Печать 4+0 61-200 шт 1-3 дня Печатная;Печатная;;0.04;;13.84;
goods;;;;;;;;;;;;;;;;4312;А3 Печать 4+4 201-400 шт 1-3 дня Печатная;;;;74.26;21;932;Печать;А3;А3 Печать 4+4 201-400 шт 1-3 дня Печатная;Печатная;;0.03;;25.88;
goods;;;;;;;;;;;;;;;;4314;А3 Печать 4+0 201-400 шт 1-3 дня Печатная;;;;37.13;21;932;Печать;А3;А3 Печать 4+0 201-400 шт 1-3 дня Печатная;Печатная;;0.03;;12.94;
goods;;;;;;;;;;;;;;;;4316;А3 Печать 4+4 401-600 шт 1-3 дня Печатная;;;;63.65;21;932;Печать;А3;А3 Печать 4+4 401-600 шт 1-3 дня Печатная;Печатная;;0.02;;24.08;
goods;;;;;;;;;;;;;;;;4318;А3 Печать 4+0 401-600 шт 1-3 дня Печатная;;;;31.82;21;932;Печать;А3;А3 Печать 4+0 401-600 шт 1-3 дня Печатная;Печатная;;0.02;;12.04;
goods;;;;;;;;;;;;;;;;4320;А3 Печать 4+4 от 601 шт 1-3 дня Печатная;;;;53.04;21;932;Печать;А3;А3 Печать 4+4 от 601 шт 1-3 дня Печатная;Печатная;;0.01;;22.28;
goods;;;;;;;;;;;;;;;;4322;А3 Печать 4+0 от 601 шт 1-3 дня Печатная;;;;26.52;21;932;Печать;А3;А3 Печать 4+0 от 601 шт 1-3 дня Печатная;Печатная;;0.01;;11.14;
goods;;;;;;;;;;;;;;;;4324;А3 Ламинация глянцевая 25мкр 1-4 шт Печатная;;;;110.13;21;934;Ламинация;А3;А3 Ламинация глянцевая 25мкр 1-4 шт Печатная;Печатная;;0.11;;25.33;
goods;;;;;;;;;;;;;;;;4326;А3 Ламинация глянцевая 25мкр 5-10 шт Печатная;;;;55.10;21;934;Ламинация;А3;А3 Ламинация глянцевая 25мкр 5-10 шт Печатная;Печатная;;0.09;;15.97;
goods;;;;;;;;;;;;;;;;4328;А3 Ламинация глянцевая 25мкр 11-20 шт Печатная;;;;33.03;21;934;Ламинация;А3;А3 Ламинация глянцевая 25мкр 11-20 шт Печатная;Печатная;;0.07;;12.22;
goods;;;;;;;;;;;;;;;;4330;А3 Ламинация глянцевая 25мкр 21-60 шт Печатная;;;;28.67;21;934;Ламинация;А3;А3 Ламинация глянцевая 25мкр 21-60 шт Печатная;Печатная;;0.05;;11.48;
goods;;;;;;;;;;;;;;;;4332;А3 Ламинация глянцевая 25мкр 61-200 шт Печатная;;;;24.25;21;934;Ламинация;А3;А3 Ламинация глянцевая 25мкр 61-200 шт Печатная;Печатная;;0.04;;10.73;
goods;;;;;;;;;;;;;;;;4334;А3 Ламинация глянцевая 25мкр 201-400 шт Печатная;;;;22.07;21;934;Ламинация;А3;А3 Ламинация глянцевая 25мкр 201-400 шт Печатная;Печатная;;0.03;;10.36;
goods;;;;;;;;;;;;;;;;4336;А3 Ламинация глянцевая 25мкр 401-600 шт Печатная;;;;19.82;21;934;Ламинация;А3;А3 Ламинация глянцевая 25мкр 401-600 шт Печатная;Печатная;;0.02;;9.98;
goods;;;;;;;;;;;;;;;;4338;А3 Ламинация глянцевая 25мкр от 601 шт Печатная;;;;17.64;21;934;Ламинация;А3;А3 Ламинация глянцевая 25мкр от 601 шт Печатная;Печатная;;0.01;;9.61;
goods;;;;;;;;;;;;;;;;4340;А3 Ламинация глянцевая 75мкр 1-4 шт Печатная;;;;153.20;21;934;Ламинация;А3;А3 Ламинация глянцевая 75мкр 1-4 шт Печатная;Печатная;;0.11;;34.04;
goods;;;;;;;;;;;;;;;;4342;А3 Ламинация глянцевая 75мкр 5-10 шт Печатная;;;;76.60;21;934;Ламинация;А3;А3 Ламинация глянцевая 75мкр 5-10 шт Печатная;Печатная;;0.09;;24.69;
goods;;;;;;;;;;;;;;;;4344;А3 Ламинация глянцевая 75мкр 11-20 шт Печатная;;;;38.30;21;934;Ламинация;А3;А3 Ламинация глянцевая 75мкр 11-20 шт Печатная;Печатная;;0.07;;20.94;
goods;;;;;;;;;;;;;;;;4346;А3 Ламинация глянцевая 75мкр 21-60 шт Печатная;;;;35.24;21;934;Ламинация;А3;А3 Ламинация глянцевая 75мкр 21-60 шт Печатная;Печатная;;0.05;;20.19;
goods;;;;;;;;;;;;;;;;4348;А3 Ламинация глянцевая 75мкр 61-200 шт Печатная;;;;33.70;21;934;Ламинация;А3;А3 Ламинация глянцевая 75мкр 61-200 шт Печатная;Печатная;;0.04;;19.44;
goods;;;;;;;;;;;;;;;;4350;А3 Ламинация глянцевая 75мкр 201-400 шт Печатная;;;;30.64;21;934;Ламинация;А3;А3 Ламинация глянцевая 75мкр 201-400 шт Печатная;Печатная;;0.03;;19.07;
goods;;;;;;;;;;;;;;;;4352;А3 Ламинация глянцевая 75мкр 401-600 шт Печатная;;;;29.11;21;934;Ламинация;А3;А3 Ламинация глянцевая 75мкр 401-600 шт Печатная;Печатная;;0.02;;18.69;
goods;;;;;;;;;;;;;;;;4354;А3 Ламинация глянцевая 75мкр от 601 шт Печатная;;;;27.58;21;934;Ламинация;А3;А3 Ламинация глянцевая 75мкр от 601 шт Печатная;Печатная;;0.01;;18.32;
goods;;;;;;;;;;;;;;;;4356;А3 Ламинация глянцевая 125мкр 1-4 шт Печатная;;;;245.88;21;934;Ламинация;А3;А3 Ламинация глянцевая 125мкр 1-4 шт Печатная;Печатная;;0.11;;46.04;
goods;;;;;;;;;;;;;;;;4358;А3 Ламинация глянцевая 125мкр 5-10 шт Печатная;;;;136.60;21;934;Ламинация;А3;А3 Ламинация глянцевая 125мкр 5-10 шт Печатная;Печатная;;0.09;;36.69;
goods;;;;;;;;;;;;;;;;4360;А3 Ламинация глянцевая 125мкр 11-20 шт Печатная;;;;68.30;21;934;Ламинация;А3;А3 Ламинация глянцевая 125мкр 11-20 шт Печатная;Печатная;;0.07;;32.94;
goods;;;;;;;;;;;;;;;;4362;А3 Ламинация глянцевая 125мкр 21-60 шт Печатная;;;;62.84;21;934;Ламинация;А3;А3 Ламинация глянцевая 125мкр 21-60 шт Печатная;Печатная;;0.05;;32.19;
goods;;;;;;;;;;;;;;;;4364;А3 Ламинация глянцевая 125мкр 61-200 шт Печатная;;;;57.37;21;934;Ламинация;А3;А3 Ламинация глянцевая 125мкр 61-200 шт Печатная;Печатная;;0.04;;31.44;
goods;;;;;;;;;;;;;;;;4366;А3 Ламинация глянцевая 125мкр 201-400 шт Печатная;;;;54.64;21;934;Ламинация;А3;А3 Ламинация глянцевая 125мкр 201-400 шт Печатная;Печатная;;0.03;;31.07;
goods;;;;;;;;;;;;;;;;4368;А3 Ламинация глянцевая 125мкр 401-600 шт Печатная;;;;51.91;21;934;Ламинация;А3;А3 Ламинация глянцевая 125мкр 401-600 шт Печатная;Печатная;;0.02;;30.69;
goods;;;;;;;;;;;;;;;;4370;А3 Ламинация глянцевая 125мкр от 601 шт Печатная;;;;49.18;21;934;Ламинация;А3;А3 Ламинация глянцевая 125мкр от 601 шт Печатная;Печатная;;0.01;;30.32;
goods;;;;;;;;;;;;;;;;4372;А3 Ламинация глянцевая 150мкр 1-4 шт Печатная;;;;225.65;21;934;Ламинация;А3;А3 Ламинация глянцевая 150мкр 1-4 шт Печатная;Печатная;;0.11;;50.31;
goods;;;;;;;;;;;;;;;;4374;А3 Ламинация глянцевая 150мкр 5-10 шт Печатная;;;;112.78;21;934;Ламинация;А3;А3 Ламинация глянцевая 150мкр 5-10 шт Печатная;Печатная;;0.09;;40.96;
goods;;;;;;;;;;;;;;;;4376;А3 Ламинация глянцевая 150мкр 11-20 шт Печатная;;;;72.66;21;934;Ламинация;А3;А3 Ламинация глянцевая 150мкр 11-20 шт Печатная;Печатная;;0.07;;37.21;
goods;;;;;;;;;;;;;;;;4378;А3 Ламинация глянцевая 150мкр 21-60 шт Печатная;;;;69.50;21;934;Ламинация;А3;А3 Ламинация глянцевая 150мкр 21-60 шт Печатная;Печатная;;0.05;;36.47;
goods;;;;;;;;;;;;;;;;4380;А3 Ламинация глянцевая 150мкр 61-200 шт Печатная;;;;66.34;21;934;Ламинация;А3;А3 Ламинация глянцевая 150мкр 61-200 шт Печатная;Печатная;;0.04;;35.71;
goods;;;;;;;;;;;;;;;;4382;А3 Ламинация глянцевая 150мкр 201-400 шт Печатная;;;;63.18;21;934;Ламинация;А3;А3 Ламинация глянцевая 150мкр 201-400 шт Печатная;Печатная;;0.03;;35.34;
goods;;;;;;;;;;;;;;;;4384;А3 Ламинация глянцевая 150мкр 401-600 шт Печатная;;;;60.02;21;934;Ламинация;А3;А3 Ламинация глянцевая 150мкр 401-600 шт Печатная;Печатная;;0.02;;34.96;
goods;;;;;;;;;;;;;;;;4386;А3 Ламинация глянцевая 150мкр от 601 шт Печатная;;;;56.86;21;934;Ламинация;А3;А3 Ламинация глянцевая 150мкр от 601 шт Печатная;Печатная;;0.01;;34.59;
goods;;;;;;;;;;;;;;;;4420;СтарДрим А3 бум. Александрит 1 шт Печатная;;;;112.00;21;936;Бумага;А3;СтарДрим А3 бум. Александрит 1 шт Печатная;Печатная;;0.04;;75.04;
goods;;;;;;;;;;;;;;;;4422;СтарДрим А3 бум. Аметист 1 шт Печатная;;;;120.00;21;936;Бумага;А3;СтарДрим А3 бум. Аметист 1 шт Печатная;Печатная;;0.04;;80.4;
goods;;;;;;;;;;;;;;;;4424;СтарДрим А3 бум. Корал 1 шт Печатная;;;;112.00;21;936;Бумага;А3;СтарДрим А3 бум. Корал 1 шт Печатная;Печатная;;0.04;;75.04;
goods;;;;;;;;;;;;;;;;4426;СтарДрим А3 бум. Лунный камень 1 шт Печатная;;;;136.00;21;936;Бумага;А3;СтарДрим А3 бум. Лунный камень 1 шт Печатная;Печатная;;0.04;;91.12;
goods;;;;;;;;;;;;;;;;4296;А3 Печать 4+4 1 шт 1-3 дня Печатная;;;;159.12;21;932;Печать;А3;А3 Печать 4+4 1 шт 1-3 дня Печатная;Печатная;;0.09;;40.31;
goods;;;;;;;;;;;;;;;;4298;А3 Печать 4+0 1 шт 1-3 дня Печатная;;;;79.56;21;932;Печать;А3;А3 Печать 4+0 1 шт 1-3 дня Печатная;Печатная;;0.09;;20.16;
goods;;;;;;;;;;;;;;;;4300;А3 Печать 4+4 2-20 шт 1-3 дня Печатная;;;;106.08;21;932;Печать;А3;А3 Печать 4+4 2-20 шт 1-3 дня Печатная;Печатная;;0.07;;31.29;
goods;;;;;;;;;;;;;;;;4302;А3 Печать 4+0 2-20 шт 1-3 дня Печатная;;;;53.04;21;932;Печать;А3;А3 Печать 4+0 2-20 шт 1-3 дня Печатная;Печатная;;0.07;;15.65;
goods;;;;;;;;;;;;;;;;4304;А3 Печать 4+4 21-60 шт 1-3 дня Печатная;;;;95.47;21;932;Печать;А3;А3 Печать 4+4 21-60 шт 1-3 дня Печатная;Печатная;;0.05;;29.49;
goods;;;;;;;;;;;;;;;;4306;А3 Печать 4+0 21-60 шт 1-3 дня Печатная;;;;47.74;21;932;Печать;А3;А3 Печать 4+0 21-60 шт 1-3 дня Печатная;Печатная;;0.05;;14.75;
goods;;;;;;;;;;;;;;;;4308;А3 Печать 4+4 61-200 шт 1-3 дня Печатная;;;;84.86;21;932;Печать;А3;А3 Печать 4+4 61-200 шт 1-3 дня Печатная;Печатная;;0.04;;27.69;
goods;;;;;;;;;;;;;;;;4310;А3 Печать 4+0 61-200 шт 1-3 дня Печатная;;;;42.43;21;932;Печать;А3;А3 Печать 4+0 61-200 шт 1-3 дня Печатная;Печатная;;0.04;;13.84;
goods;;;;;;;;;;;;;;;;4312;А3 Печать 4+4 201-400 шт 1-3 дня Печатная;;;;74.26;21;932;Печать;А3;А3 Печать 4+4 201-400 шт 1-3 дня Печатная;Печатная;;0.03;;25.88;
goods;;;;;;;;;;;;;;;;4314;А3 Печать 4+0 201-400 шт 1-3 дня Печатная;;;;37.13;21;932;Печать;А3;А3 Печать 4+0 201-400 шт 1-3 дня Печатная;Печатная;;0.03;;12.94;
goods;;;;;;;;;;;;;;;;4316;А3 Печать 4+4 401-600 шт 1-3 дня Печатная;;;;63.65;21;932;Печать;А3;А3 Печать 4+4 401-600 шт 1-3 дня Печатная;Печатная;;0.02;;24.08;
goods;;;;;;;;;;;;;;;;4318;А3 Печать 4+0 401-600 шт 1-3 дня Печатная;;;;31.82;21;932;Печать;А3;А3 Печать 4+0 401-600 шт 1-3 дня Печатная;Печатная;;0.02;;12.04;
goods;;;;;;;;;;;;;;;;4320;А3 Печать 4+4 от 601 шт 1-3 дня Печатная;;;;53.04;21;932;Печать;А3;А3 Печать 4+4 от 601 шт 1-3 дня Печатная;Печатная;;0.01;;22.28;
goods;;;;;;;;;;;;;;;;4322;А3 Печать 4+0 от 601 шт 1-3 дня Печатная;;;;26.52;21;932;Печать;А3;А3 Печать 4+0 от 601 шт 1-3 дня Печатная;Печатная;;0.01;;11.14;
